StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Count of Responses,Common_decision,mandates,use_tools,approved_tools,tools_description,autonomy,collaborative_within,collaborative_outside,longterm,shortterm,outside_org,within_org,often_env,often_evidence,often_teammates,often_leaders,often_elected,often_stakeholders,often_funding,impact_env,impact_evidence,impact_teammates,impact_leaders,impact_elected,impact_stakeholders,impact_funding,reduce_uncertainty,organization,org_other,duration,formal_training,training_desc,location,location_other,notes,Unique ID
44951.67,44951.67,IP Address,55,161,FALSE,44965.67,R_3MaFaF6HIuQ4ZdZ,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85489
44951.71,44951.72,IP Address,14,164,FALSE,44965.72,R_2E6NRQEnRtcRav3,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78031
44953.6,44953.6,IP Address,14,266,FALSE,44967.6,R_1AIi1Gc7cpf31y9,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99859
44953.6,44953.61,IP Address,18,224,FALSE,44967.61,R_1nW6cwNz2RUrQn7,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39869
44967.7,44967.71,IP Address,100,1008,TRUE,44967.71,R_3fH0LMbOtV3wE8p,anonymous,EN,Yes,Uncertainty in how to implement those actions in a socio-economic context,Uncertainty in the threats that are most strongly affecting the conservation status of a species,Uncertainty in the most effective conservation actions to address those threats,"Uncertainty in the conservation status of a species (e.g., population trend, distribution, abundance)",,4,"Species status assessment (which are the species of greatest conservation concern), and species threats assessment, when then leads to: ""What conservation actions should we be recommending to address the threats to those species?""",Migratory Bird Convention Act; Species at Risk Act; Convention on Biological Diversity,Yes,,Rank calculators and IUCN Red List classification criteria and threats assessments,3,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Decision support tools that allow one to make decisions while recognizing there is always uncertainty in the likely outcome.,Canadian federal government agency,,over 10 years,Yes,PhD in Biology,Ontario,,"I note that your definition of uncertainty is not one that I would have chosen. You define uncertainty as not enough information to make a decision, but one can always make a decision even with no information -- and often one has to. For example, in COSEWIC, a precautionary principle may result in listing a species as at-risk, even if there is considerable uncertainty about its status. A better definition (and the one I really considered) relates to the level of risk to which the decision may have been the wrong one (high uncertainty = low confidence the action being taken is the most approriate). In conservation there is always uncertainty - but it could be high or low.",70726
44954.6,44954.6,IP Address,18,289,FALSE,44968.6,R_2YGjZnuKFOPmd0E,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52052
44956.29,44956.29,IP Address,18,107,FALSE,44970.29,R_10U9sGnefE5kWdw,anonymous,EN,Yes,Weather and climate impacts on outcome of conservation action,Social and political acceptance of conservation action,Funding sources and sustainability of conservation actions,Accessibility to resources to conduct conservation action,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78625
44958.31,44958.33,IP Address,55,1031,FALSE,44972.33,R_2OHDr7DkXN9IqT4,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19043
44959.62,44959.63,IP Address,5,164,FALSE,44973.63,R_1LaFBtDkx85VdLz,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44959.73,44959.73,IP Address,5,7,FALSE,44973.73,R_2ruuQKytAgUQJJV,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44974.46,44974.47,IP Address,100,832,TRUE,44974.47,R_3L7LWE9hzThU2Bi,anonymous,EN,Yes,Policy- the lack of adequate government policy leaves a gap in responsibility. It is unclear who's reponsibility it is to ensure the correct steps are taken,"Research- lack of data and modelling to forecast outcomes, leaves decision making a blind process",Funding- in consistent funding does not allow for mulit-year projects,Lack of communication between government agencies- issues such as permitting arise when protocols do not follow the legal requirements of other agencies,,4,"Determining threat of a species, policy required to modify human behaviour, what areas to restore, what areas to protect","Weed Control Act, Invasive Species Strategy of BC",No,,,2,Most of the time,Most of the time,Sometimes,Sometimes,About half the time,Sometimes,Sometimes,About half the time,Never,Sometimes,Most of the time,About half the time,Most of the time,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,If government would provide the necessary research and policy,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,No,,British Columbia,,,65018
44963.46,44963.46,IP Address,14,39,FALSE,44977.46,R_zdUkZLUhlwg3BGp,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62462
44964.36,44964.36,IP Address,14,42,FALSE,44978.36,R_3fZC20yhPedEXgK,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96818
44964.45,44964.45,IP Address,14,39,FALSE,44978.45,R_3gNI1qR2iRphFMo,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59057
44964.53,44964.53,IP Address,9,27,FALSE,44978.53,R_2CD2fs8HcaTsqPl,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44965.89,44965.89,IP Address,14,43,FALSE,44979.89,R_10CNekGZVpWQM8B,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89666
44971.31,44971.31,IP Address,0,117,FALSE,44985.31,R_11ayhoy68bgEGWD,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44964.7,44972.35,IP Address,14,660739,FALSE,44986.35,R_3EuIu9dOhj83EtR,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12692
44988.55,44988.56,IP Address,100,1009,TRUE,44988.56,R_oY5EVzlDYL5bMxH,anonymous,EN,Yes,Community attitudes towards conservation/Land access for surveys,Accuracy and precision of information on SAR occurrences and their habitat,,,,2,"Where are Species at Risk likely to occur
 Who to approach on the land for surveying
 How to increase community knowledge and engagement in SAR
 How to create/encourage positivity about SAR and conservation","SARA, Migratory Bird Act, COSEWIC listings and Provincially tracked Species",Yes,Yes,"ArcGIS and satellite imagery, Probability and suitability maps from federal sources",4,Most of the time,About half the time,Always,Always,Always,Always,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,About half the time,Always,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,"Federal policies to prioritize native grasslands, and not allow further loss on a large scale (eg make it more economical for a land title holder to keep native grasslands intact than to plow them under.","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,No,,Saskatchewan,,,23409
44974.57,44974.57,IP Address,14,65,FALSE,44988.58,R_2DY0mAI9fHWrmfl,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86855
44977.39,44977.39,IP Address,45,117,FALSE,44991.4,R_31yhHPNUktMo8wL,anonymous,EN,Yes,,,,,,0,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22661
44978.76,44978.77,IP Address,55,658,FALSE,44992.77,R_sNKTyVcrHurPevL,anonymous,EN,Yes,Ontario government,local governments,private habitat destruction wonks,climate change,,4,"as unemployables, we don't get to decide what we'll influence, but just what we're asked to help with. The main things we've done is helping to fend off habitat destruction projects after we've been asked to help.",ecocentrism,No,,,,Always,Most of the time,Sometimes,Sometimes,Most of the time,Never,,,,,,,,,,,,,,,,,,,,,,,,13299
44980.41,44980.41,IP Address,14,37,FALSE,44994.42,R_BKDPsnaDPwmKXTj,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35347
44994.46,44994.48,IP Address,100,1853,TRUE,44994.48,R_2zprKCl6BOQUtJ7,anonymous,EN,Yes,"Regulation performance. Implementing a fisheries management action (e.g., change to size limit, quota, season, etc.) and whether there is a measurable effect.","Angler behaviour. Often times, behaviour and social dynamics are not prioritized in fisheries management. They can be major unknowns.","Complex food web interactions, particularly at lower trophic levels, and the associated changes within ecological communities. Especially as it related to introductions of unwanted species (e.g., AIS)","Fisheries models. There is a huge reliance on models for managing fisheries but they are not without significant assumptions, limitations, unknowns, uncertainties, etc.",Climate change and the associated impacts on fisheries.,5,"I wouldn't be directly involved in the management action, however, my role does include the policy development that leads to management actions such as fishing regulation changes, provincial policies around the harvest, use and movement of bait, fish and fish habitat management and protection, etc.","Fisheries Act, Ontario Fishery Regulations, Fish and Wildlife Conservation Act (in a nutshell). There are others, but those are the primary ones.",No,,,4,Always,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Never,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,More data. More evidence. Better policies.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,No,,Ontario,,"These questions were challenging. They were somewhat vague and it was difficult seeing how they applied to my specific work situation and experiences. Maybe further descriptions, elaboration, scenarios, etc., could help respondents and their understanding about what the questions are specifically getting at.",27967
44995.26,44995.27,IP Address,100,689,TRUE,44995.27,R_2dYfRYclOYVFBPy,anonymous,EN,Yes,Political Interference with Legislation/Regulations,Municipal Interference with administering the Legislation/Regulations,Private landowners undertaking works that go against the Legislation/Regulations,Lack of interest by the general public,job certainity,5,"Permit conditions imposed on projects near waterbodies and wetlands.
 Protecting wetlands from development activities",Conservation Authorities Act - Ontario Regulation 163/06,Yes,Yes,Regulation Policy Document and several other documents endorsed by Conservation Ontario,4,About half the time,Never,Sometimes,Sometimes,About half the time,Sometimes,Always,Always,About half the time,About half the time,Always,Always,Always,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Better leadership/accountability at local, municipal, provincial and federal levels",Conservation authority,,5 - 10 years,Yes,"Provincial Offences Officer Training and training on how to implement/understand environmental legislation, M. Sc. in Applied Bioscience, various environmental monitoring certificates",Ontario,,"Both the provincial and federal governments need to step up and take more accountability for their actions related to the environment. Conservation Authorities have been hit hard in the recent years and they are an important agency in Ontario. Without the Conservation Authorities implementing their legislation, more and more people are going to be seeing their properties flood and insurance claims will see even higher increases.",28368
44995.27,44995.28,IP Address,100,469,TRUE,44995.28,R_1gHhZgXGJWSQDZp,anonymous,EN,Yes,Funding availability,Climate Change,Conflicting research on best practices,,,3,types of species to plant,,No,,,2,About half the time,Most of the time,Most of the time,Sometimes,About half the time,Sometimes,About half the time,About half the time,About half the time,About half the time,Always,About half the time,Most of the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Longer term legislation and funding,Conservation authority,,1 - 2 years,No,,Ontario,,,16617
44995.28,44995.29,IP Address,100,770,TRUE,44995.29,R_6rkiw0fOp4ihcch,anonymous,EN,Yes,Lack of background data to inform risks with decision making.,Questionable data and conclusions from consulting biologists/ecologists.,Lack of long term monitoring data to understand how previous decisions have achieved (or not) their intended outcomes.,,,3,"Determination of adequate site characterization, impact assessment, mitigation measures, enhancement/restoration potential.","Reg. 155/06, Conservation Authorities Act, NPCA Policies and Guidelines.",No,,,4,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,More accessible and robust background data and implementation monitoring.,Conservation authority,,3 - 5 years,No,,Ontario,,,23912
44995.3,44995.31,IP Address,100,898,TRUE,44995.31,R_1dK6XI6UN7E7pql,anonymous,EN,Yes,Political Decision Making,Trust (i.e. scope of project is not fully divulged when seeking approvals),Longevity (i.e. ownership changes happening prior to naturalization project being completed),,,3,"My focus is related to reviewing and providing professional opinion on development projects in or near environmentally sensitive area. Particularly around features that have natural hazards such as flooding, wetlands, slope issues.","Planning Act, Conservation Authorities Act, Clean Waters Act, Aggregate Resources Act, Provinicial Policy Statement, Municipal Official Plans, Zoning By-laws",Yes,Yes,"Significant work has been established in mapping related to natural hazards, natural heritage etc. GIS being the most important and robust tool to provide a starting point to aid in decision making process",3,Always,Most of the time,Most of the time,About half the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Most of the time,Always,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Governmental Policy stability,Conservation authority,,5 - 10 years,Yes,"Degree in Environmental Studies, wetland training courses",Ontario,,,66832
44995.31,44995.32,IP Address,100,1094,TRUE,44995.32,R_8rdsjjFhmZ4F2pj,anonymous,EN,Yes,Legislation (eg. Bill 23),Political pressures,social pressures,financial resources,,4,"mitigation methods, educating the public on best management practices",Conservation Authorities Act,No,,,2,Always,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Most of the time,Most of the time,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,less corrupt government officials,Conservation authority,,5 - 10 years,Yes,"environmental sciences degree, specializing in biology. All boils down to the precautionary principle: if you don't have enough information about something, decisions should still be made to prevent potentially negative outcomes",Ontario,,It's a shame that decisions made at the Provincial level can undo a lot of progress that Municipalities and Conservation Authorities have made together,64725
44995.29,44995.34,IP Address,100,4608,TRUE,44995.34,R_2anwvNdmELwPzul,anonymous,EN,Yes,Provincial government direction,policy interpretation by multiple agencies,Lack of scientific case studies (restoration),natural process change due to climate change,,4,approval of and mitigation of development activities at a watershed level,"PPS, CA Act, Species at Risk Act, Federal Fisheries Act, Migratory Bird Convention Act, want to balance the need for development with maintaining and protecting natural features. Avoidance of natural hazards and reduce sedimentation.",Yes,,Internal guidance documents,1,Most of the time,About half the time,Sometimes,About half the time,About half the time,Never,Sometimes,Never,Sometimes,Sometimes,Always,About half the time,Most of the time,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Better policy and more cooperation between different levels of government to set out clear direction/goals that look at long term sustainability,Conservation authority,,Less than 1 year,No,,Ontario,,,59343
44995.34,44995.35,IP Address,100,527,TRUE,44995.35,R_2UfLjDUM24LuVM2,anonymous,EN,Yes,,,unreliable information,missing information,ambiguity,3,"Drinking water protection, policy evaluation of effectiveness, policy development, implementation","Clean Water Act, 2006, protection of municipal drinking water",Yes,Yes,"Guidance, Directors Technical Rules, Committees and Boards",3,Always,Always,About half the time,About half the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,"more support from Provincial government, more staffing support, less scrutiny with program delivery and funding allocations",Conservation authority,,5 - 10 years,No,,Ontario,,,95440
44995.42,44995.43,IP Address,100,1044,TRUE,44995.43,R_3kGT9zPKMZTwAHL,anonymous,EN,Yes,lack of current site specific data,requirements of long term management support,implementation costs,impacts of climate change,impacts/interactions with invasive species,5,appropriate mitigation techniques for site specific natural heritage features in relation to site specific development activity.,"Conservation Authorities Act, watershed health and biodiversity",Yes,No,,4,Always,Most of the time,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,About half the time,About half the time,About half the time,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,better integration and coordination of involvement,Conservation authority,,over 10 years,Yes,"project development and implementation, risk management matrix,",Ontario,,,68035
44998.28,44998.29,IP Address,100,946,TRUE,44998.29,R_1etPw64xkxrfXvk,anonymous,EN,Yes,Species presence or absense in project area,Potential harm of implementing BMP for non-target species,"Shared understanding of mitigation measures (e.g., are proponents and regulators thinking of the same thing)?",Whether or not mitigations will be implemented?,Potential benefit of implementing BMP for impacted species,5,"Whether or not to approve a project (e.g., drain cleanout, BMP, development)","Legislation - Drainage Act, SARA, ESA, CA Act,",Yes,,"SAR mapping, species records",4,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Never,Sometimes,Sometimes,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,"Case studies, or research showing the benefit or various practices in different habitats.",Conservation authority,,Less than 1 year,Yes,I have taken graduate level courses on the topic.,Ontario,,,27931
44998.37,44998.37,IP Address,100,757,TRUE,44998.37,R_1kYoiJYPA4dAygY,anonymous,EN,Yes,setting thresholds of impairment that are recognized by industry (i.e. setbacks to streams),Understanding the direct impact of threats and stressors on aquatic ecosystems AND The linkage between science that leads to effective policy,Defining success for restoration/compensation projects,,,3,"I am responsible for determining impacts on the aquatic environment. Also determining appropriate mitigation measures, and designing the appropriate level of monitoring of aquatic ecosystems. Selecting and negotiating habitat compensation projects.","Section 28 Conservation Authorities Act, RVCA Strategic Plan, Conservation Ontario Watershed report Card",Yes,No,"Provincial monitoring protocols, How Much Habitat is Enough ECCC thresholds, industry bmp's",4,Most of the time,Most of the time,About half the time,Never,Sometimes,About half the time,About half the time,About half the time,Sometimes,Sometimes,Most of the time,Most of the time,About half the time,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Strengthening of policy framework and Provincial support for Conservation Authorities,Conservation authority,,over 10 years,Yes,"Courses in OSAP, OBBN, Species at Risk, Compliance monitoring, regulatory framework, etc",Ontario,,,49936
44998.38,44998.39,IP Address,100,735,TRUE,44998.39,R_1Q3NtNzZI3Id30P,anonymous,EN,Yes,Funding arriving to get the work done in time (e.g. federal funding being received in fall (when field work needs done in the summer),Ongoing funding will be available to support important work,,,,2,"Which property acquisitions to invest time and money in. 
 What species to focus on to make the greatest impact on a particular habitat, to enable funding to do the work in the habitat.",Mandate and Goals,Yes,Yes,In house conservation plan,4,Most of the time,Sometimes,Sometimes,Sometimes,About half the time,Never,About half the time,Sometimes,About half the time,Never,About half the time,Sometimes,Most of the time,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Receiving funding decisions in a timely fashion. Less political turnover,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,Yes,BSc Conservation Ecology - Stellenbosch University,New Brunswick,,,92720
44998.53,44998.65,IP Address,100,10457,TRUE,44998.65,R_3lLVal4E8PSZbGm,anonymous,EN,Yes,Problem/ situational data: Sufficient data around a conservation issue may be lacking,Management data: Sufficient data around the impacts/ efficacy of a management action may be lacking,Timescale: Existing data may be limited to certain timescales; long-term data may be lacking,"Source: Existing data may be limited to a few or a single source, creating uncertainties around bias",Societal reaction: Uncertainties around the social acceptability of management actions,5,"Contributing to government decisions-making, particularly on the Provincial scale, as a partner and stakeholder group. Topics include...
 How to sustainably manage Ontario's fish and wildlife resources
 Avoiding and addressing human-wildlife conflict
 Avoiding and addressing invasive species establishment
 Who and how should public lands and waters be used recreationally (hunting, fishing, trapping, etc.)
 What protections should be in place to conserve lands and water in the face of development
 What process should be required of developers prior to, during, and after a project has been completed (e.g. mitigation)
 How should Ontario's forestry sector be managed (sustainability, accountability, etc.) 
 
 I also participate in decision-making on an organizational level, which involves contributing to decisions like: How to effectively engage citizen scientists in an invasive species prevention program?",The OFAH has three core mandates: strive to ensure the protection of our hunting and fishing heritage and the enhancement of hunting and fishing opportunities; encourage safe and responsible participation; and champion the conservation of Ontario’s fish and wildlife resources.,No,,,2,Most of the time,Most of the time,Sometimes,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Significant uncertainty would be reduced if elected officials and stakeholder groups would respect and follow the scientific method and evidence in their decision making.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,No,,Ontario,,,37044
44999.39,44999.42,IP Address,100,2601,TRUE,44999.42,R_sG6zzDgc8hW2lUJ,anonymous,EN,Yes,Not enough data/history,Complex systems/Influencing factors,Future funding security,Changing government priorities,,4,"Permit issuance for residential projects, impact assessments (including mitigation measures), contaminated site assessments, invasive species management","Federal and provincial legislation - Species at Risk Act, Fisheries Act, Canada Nation Parks Act and Historic Canals Regulations), department policies and mandates,",Yes,Yes,"Risk Assessment/Matrices, Decision flow charts, Impact Assessment Processes/Guidance, Policies, Miradi (Conservation Standards)",3,Most of the time,Sometimes,Most of the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Increased funding and research/knowledge of site,Canadian federal government agency,,over 10 years,Yes,"Impact Assessment training - systematic review of projects and associated risk , often with limited data",Ontario,,,69794
44999.41,44999.43,IP Address,100,2050,TRUE,44999.43,R_2dHmEzR1eegxpEN,anonymous,EN,Yes,The sources of revenue for the programs and projects I want to maintain or initiate.,The provincial government and new regulations they enact. How those regulations will impact the work I can do. Case in point: Bill 23.,Public support for the conservation programs and projects I want to maintain or initiate.,Climate change and how the conservation projects we implement will be impacted long-term.,Capacity at my organization to carry out the work and my own capacity to successfully complete the work.,5,#NAME?,"Conservation Authorities Act, our Conservation Area Strategy, our Forest Management Plan, any Watershed or Subwatershed Plans if they are available, and one of our main goals which is to support our member municipalities.",Yes,Yes,Our Conservation Authority's Inventory of Programs and Services.,4,Always,Most of the time,Always,Most of the time,Always,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Always,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,"Long-term funding sources, more plans or strategies in place at the organization to direct our work with approved budgets and implementation plans. A provincila government that doesn't reduce public oversight and ability to comment on legislation.",Conservation authority,,over 10 years,Yes,Some basic project management training.,Ontario,,,95695
45000.28,45000.29,IP Address,100,1186,TRUE,45000.29,R_1PRyuFFW5m9Fns5,anonymous,EN,Yes,"Provincial Government - uncertainty on the level of support from provincial government, in addition to having roles and responsibilities revoked from the conservation authority (see Bill 23).",Climate Change - uncertain how our regional area will be affected and the actions we need to make to protect against rapid change may not align with existing policies and regulations.,"Private Landowner Stewardship - as much of the land in the area is privately owned (mostly agriculture), the responsibility to protect and conserve natural features ultimately come down to landowner decisions.",,,3,Working with landowners to implement wetland restoration projects,"Restoring, protecting and conserving the natural environment. Healthy community and safety from extreme weather events as a result of climate change.",No,,,2,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Secure funding and community collaboration in achieving common goals,Conservation authority,,Less than 1 year,Yes,Various courses and projects through academics (Masters in Environmental Science),Ontario,,,52582
45000.31,45000.32,IP Address,100,573,TRUE,45000.32,R_agSUPTrcGGzP0jf,anonymous,EN,Yes,Natural variability in natural systems,"Cumulative effects, particularly of large stressors. Uncertainty on how they will all interact",Uncertainty about effectiveness of management interventions,"Variability in our understanding or precision of our estimates of key indicators (e.g. abundance, mortality)",,4,Advice on which angling regulations to implement,"Sustainable natural resource management, social and economic benefits",No,,,3,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Always,Most of the time,About half the time,Most of the time,Always,Most of the time,Most of the time,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,"Better, accessible decision-support tools. We also need to get better at explaining uncertainty without letting it undermine the overall message.",Canadian provincial or territorial government agency,,over 10 years,No,,Ontario,,,45085
45000.31,45000.33,IP Address,100,1309,TRUE,45000.33,R_2v7lrDEI64GAq8W,anonymous,EN,Yes,government policies undermining environmental protection,lack of government funding,,,,2,trying to protect natural heritage from developmental impacts without the ability or support from the government to protect the natural environment through mitigation measures,"CA Act, PPS, MNRF Technical Guidelines",Yes,Yes,"MNRF Technical Guidelines (seriously outdated), County Shoreline Management Studies, Flood Plain Studies, supporting policies",5,Always,Most of the time,Most of the time,About half the time,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,About half the time,Most of the time,Always,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,"clear guidelines across the province, a steady source of funding that doesn't keep getting whittled away while our responsibilities increase exponentially, more information around Climate Change and the potential impacts on the watercourses and Great Lakes",Conservation authority,,over 10 years,Yes,"I have worked in this field for over 30 years, with multiple professional training experiences for various components of my work, with a background in biology and environmental science",Ontario,,natural heritage review/commenting should be given back to the CA's to assist municipalities with this burden,78222
45000.33,45000.34,IP Address,100,782,TRUE,45000.34,R_1GN9ycNIFhxKNTY,anonymous,EN,Yes,insufficient data relating to the question (i.e. species abundance),political pressure,organizational mandates,how stakeholders will view the decision,,4,"Fisheries management: harvest limits, size limits, open/closed seasons, sanctuaries.",Provincial government mandates,No,,,1,Always,Most of the time,Sometimes,About half the time,About half the time,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree,having sufficient evidence,Canadian provincial or territorial government agency,,3 - 5 years,Yes,Decision support tool course,Ontario,,,67648
45000.34,45000.35,IP Address,100,762,TRUE,45000.35,R_plMZgKcCNtukCRP,anonymous,EN,Yes,Climate Change,Individual indifference,Corporate indifference,Funding,Poor management and decision making within environmental organizations,5,#NAME?,#NAME?,No,,,3,About half the time,Sometimes,Sometimes,Sometimes,About half the time,About half the time,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"It is unrealistic to think we could reduce uncertainty. Society as a whole would need to change the approach it takes to conservation, and it seems that we are drifting further away from the appropriate changes.",Conservation authority,,3 - 5 years,No,,Ontario,,"Uncertainty leads to innovation, if all things in our field were certain and predetermined we would not grow, and there would be a loss of employment.",67780
45000.33,45000.36,IP Address,100,1893,TRUE,45000.36,R_3D8hsajWCPlObn9,anonymous,EN,Yes,Untried methods of management (unknown results),"A potential lack of funding (projects pending approval, etc.)",Daily weather conditions,Anticipated staffing changes (potential lack of available labour),,4,"How an operation will be run (daily schedule, what resources are required, etc.)",Organization mandate; National Parks Act; Species at Risk Act; Fisheries Act; Impact Assessment Act,No,,,3,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,About half the time,About half the time,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Clear processes with consistent proper funding,Canadian federal government agency,,over 10 years,No,,Ontario,,,65757
44986.37,44986.37,IP Address,14,36,FALSE,45000.42,R_1ohUOaNmizRwNqe,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85153
