StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Q1_1,Q1_1_TEXT,Q1_2,Q1_2_TEXT,Q1_3,Q1_3_TEXT,Q1_4,Q1_4_TEXT,Q1_5,Q1_5_TEXT,Q2,Q3,Q3B,Q3C,Q3D,Q4,Q5_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q9,Q10,Q10_7_TEXT,Q11,Q31,Q32,Q12,Q12_14_TEXT,Q13,Unique ID
44918.33534,44918.35772,IP Address,100,1933,True,44918.35774,R_O74lHXwJteS2yzL,anonymous,EN,Yes,Environmental protection issues related to government lack of communication ,"principles of equity, inclusion",In-kind operational support  ,Environmental justice ,Loss of volunteers during COVID,1,Environmental protection issues related to government lack of communication ,2,"principles of equity, inclusion",3,In-kind operational support  ,4,Environmental justice ,5,Loss of volunteers during COVID,"The project work involves volunteers including members of both initiating organizations, and those with expertise in actions that bring people together to work on projects such as riparian restoration, noxious weed removal, and education about activities that harm the ecosystem which we can provide for activities with the Stewards.","25 years of contributions to Boreal Forest and Athabasca River Watershed citizen science, ecological protection and land trust conservation work, the Crooked Creek Conservancy is undergoing a membership renewal and rebuilding and relearning process. A mandate we use for the organization is free open source data from our citizens  science outreach activities. ",Yes,Yes,goals of the JUST Program are simple yet profound: 1. to elevate the discussion around social justice concerns in all organizations. M.A.P.S. Alberta Capital Region  Demographic and Resource maps  https://mapsab.ca/demographic-resource-maps/,4,Most of the time,Most of the time,About half the time,About half the time,Always,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Impact evaluation would reduce the degree of uncertainty and assesses program effectiveness in achieving its ultimate goals. Process Evaluation determines whether program activities have been implemented as intended.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,3 - 5 years,Yes,Masters of Arts in Community Engagement ,Alberta,,I understand the uncertainties maybe impacted by whether we also feel we would have an impact on climate change action and I do feel that a major concern or factor of uncertainty also includes feelings of being isolated by the mainstream industry who are the drivers for many of these issues such as oil and gas companies. In regards to uncertainty with our government’s response I feel the systems for our national adaptation strategy have to be implemented sooner than later and that incentive to have nature assets a part of the bio economy. ,42990
44907.49132,44907.49196,IP Address,14,55,False,44921.49198,R_2CNSANOlll0Oees,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39549
44907.55249,44907.55564,IP Address,18,271,False,44921.55567,R_3RdCoZdrSuuzahz,anonymous,EN,Yes,annual variation,regional variation,regional coverage of information,reliability of measurements,future validity of current observations,1,annual variation,2,regional variation,3,regional coverage of information,4,reliability of measurements,5,future validity of current observations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61006
44907.55755,44907.55883,IP Address,14,111,False,44921.55885,R_3O9p0xyaGYVQ2al,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99014
44907.56311,44907.56332,IP Address,5,17,False,44921.56333,R_2TT98JMPT90xrVn,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44907.56321,44907.56348,IP Address,14,24,False,44921.5635,R_2XgQM71ku4l9YKr,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20829
44907.58847,44907.58851,IP Address,5,3,False,44921.58856,R_1KqFXPlHKcix8tD,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44907.5939,44907.59523,IP Address,18,115,False,44921.59528,R_TuUC8K3syQ8QbHb,anonymous,EN,Yes,current government,na,na,na,na,1,current government,2,,3,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53033
44907.59037,44907.59549,IP Address,5,441,False,44921.59554,R_1K8WHA53ZDpkhXY,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44907.60662,44907.60699,IP Address,14,31,False,44921.60703,R_02oFYRkepHwQ5pv,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29984
44907.61412,44907.61611,IP Address,18,172,False,44921.61615,R_2OOa9dMeIguBd6W,anonymous,EN,Yes,Political will,Community division,Appropriate organization to undertake the work,Funding,Regulatory uncertainty ,1,Political will,5,Regulatory uncertainty ,2,Community division,3,Appropriate organization to undertake the work,4,Funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22730
44907.65637,44907.65664,IP Address,14,23,False,44921.65666,R_1mQtsu2zaMHA2aa,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99269
44907.80791,44907.8109,IP Address,14,259,False,44921.81093,R_UuAw8A7v7pw08Cd,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77736
44907.95027,44907.95067,IP Address,14,35,False,44921.9507,R_2TRwTpGlxaegGAo,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25576
44907.99118,44907.99142,IP Address,14,20,False,44921.9915,R_3s1yRnWFxY3XUvZ,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79542
44908.41613,44908.41638,IP Address,14,21,False,44922.4164,R_3HoFlLjb2JnZDut,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81654
44908.55038,44908.55154,IP Address,18,100,False,44922.55159,R_urA344rQOzAWcUN,anonymous,EN,Yes,Political decision making ,External lobbying ,Competing priorities ,Strength of science ,na,1,Political decision making ,2,External lobbying ,4,Strength of science ,3,Competing priorities ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63398
44908.65753,44908.66516,IP Address,18,658,False,44922.6652,R_8vx3uBg7nT4Rduh,anonymous,EN,Yes,"Soil health (impact of earthworms, invasives, humans)",Best species to combat invasives,Mycorrhizal fungi -- is it worth it?,"Species companionship -- which plants, including trees, do well with others",Native species; we know what's historically been in our areas and what should be here,1,"Soil health (impact of earthworms, invasives, humans)",4,"Species companionship -- which plants, including trees, do well with others",3,Mycorrhizal fungi -- is it worth it?,2,Best species to combat invasives,5,Native species; we know what's historically been in our areas and what should be here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71968
44909.24383,44909.24483,IP Address,5,85,False,44923.24485,R_0UoXxJWoQsWuHDP,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44909.27539,44909.28877,IP Address,68,1156,False,44923.2888,R_22y8lJ31FYONpR4,anonymous,EN,Yes,assessing threats to species,conservation status,model,na,na,1,assessing threats to species,2,conservation status,3,model,4,,5,,what recovery actions to prioritse,SARA,Yes,,CCVA,1,Never,Sometimes,Most of the time,Always,Always,Always,Always,Most of the time,Sometimes,Most of the time,Always,Always,Most of the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,new information,,,,,,,,,68906
44909.34904,44909.34953,IP Address,14,41,False,44923.34955,R_8nQelLFMb6TauAN,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31220
44909.44436,44909.44638,IP Address,18,174,False,44923.44642,R_1DCfFqJAB0b6t43,anonymous,EN,Yes,Changing regulations ,scope of impacts ,cumulative impacts,risk assessment ,na,1,Changing regulations ,2,scope of impacts ,3,cumulative impacts,4,risk assessment ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37544
44923.44041,44923.44729,IP Address,100,595,True,44923.44731,R_oZXWgqvwqyPhOfL,anonymous,EN,Yes,Political willingness and subsequent mandates needed from provincial government,Interest and process definition from First Nation governments to proceed on a conservation initiative.,Funding for proper and thorough data collection and analysis.,Information can be readily obtained,na,1,Political willingness and subsequent mandates needed from provincial government,2,Interest and process definition from First Nation governments to proceed on a conservation initiative.,3,Funding for proper and thorough data collection and analysis.,4,Information can be readily obtained,,,Developing and seeing through government-to-government land use planning processes that explore new protected areas.,"I seek and obtain political mandates, ensure the planning processes are thorough, and that new proposed protected areas are able to be established.",Yes,,"Mandates, policies, procedural standards, socio-economic analysis",3,Most of the time,Most of the time,About half the time,Sometimes,About half the time,About half the time,Most of the time,Sometimes,About half the time,About half the time,Most of the time,About half the time,Most of the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Longer term land use vision, policies that are more science based and broader than political timelines",Canadian provincial or territorial government agency,,over 10 years,No,,British Columbia,,,96064
